grant_no,unit_sector,beneficiary,address,project,eur,year,country,project_clean,unit_sector_long
2015/506,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/03 Coordination Points,11376,2015,Austria,Coordination Points,Land Borders Sector
2015/525,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/02 Focal Points,46078,2015,Austria,Focal Points,Land Borders Sector
2015/526,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/02 Focal Points,92818,2015,Austria,Focal Points,Land Borders Sector
2015/528,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/31 JRO to Nigeria&Cote d'Ivore,320983,2015,Austria,Return Operations,Return Operations Sector
2015/532,FSC,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/FSC/03 FSC Support Officer Deployment,8205,2015,Austria,FSC Support Officer Deployment,Frontex Situation Centre
2015/565,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/SBS/05 EPN-Triton,11072,2015,Austria,Triton,Sea Border Sector
2015/567,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/01 Flexible Operational Activities,32244,2015,Austria,Flexible Operational Activities,Land Borders Sector
2015/652,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/38 JRO to Kosovo,7446,2015,Austria,Return Operations,Return Operations Sector
2015/698,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/01 Flexible Operational Activities,35586,2015,Austria,Flexible Operational Activities,Land Borders Sector
2015/720,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ABS/11 JO VEGA Children,7935,2015,Austria,VEGA Children,Air Border Sector
2015/734,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/02 Focal Points,102906,2015,Austria,Focal Points,Land Borders Sector
2015/739,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/03 Coordination Points,617,2015,Austria,Coordination Points,Land Borders Sector
2015/748,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/02 Focal Points,52246,2015,Austria,Focal Points,Land Borders Sector
2015/804,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/41 JRO to Kosovo,63386,2015,Austria,Return Operations,Return Operations Sector
2015/820,FSC,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/FSC/03 FSC Support Officer Deployment,992,2015,Austria,FSC Support Officer Deployment,Frontex Situation Centre
2015/829,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ABS/03 Focal Points,10609,2015,Austria,Focal Points,Air Border Sector
2015/832,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ABS/04 Focal Points Intermediate Managers,5252,2015,Austria,Focal Points,Air Border Sector
2015/837,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/03 Coordination Points,15883,2015,Austria,Coordination Points,Land Borders Sector
2015/847,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/01 Flexible Operational Activities,48888,2015,Austria,Flexible Operational Activities,Land Borders Sector
2015/892,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/02 Focal Points,15301,2015,Austria,Focal Points,Land Borders Sector
2015/922,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/45 JRO to Kosovo,80231,2015,Austria,Return Operations,Return Operations Sector
2015/923,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/46 JRO to Pakistan,98533,2015,Austria,Return Operations,Return Operations Sector
2015/964,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/SBS/05 EPN-Triton,989,2015,Austria,Triton,Sea Border Sector
2015/1003,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/01 Flexible Operational Activities,33572,2015,Austria,Flexible Operational Activities,Land Borders Sector
2015/1014,FSC,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/FSC/03 FSC Support Officer Deployment,9762,2015,Austria,FSC Support Officer Deployment,Frontex Situation Centre
2015/1018,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ABS/06 JO Alexis 2015,14922,2015,Austria,Alexis,Air Border Sector
2015/1019,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/SBS/05 EPN-Triton,18098,2015,Austria,Triton,Sea Border Sector
2015/1034,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/51 JRO to Kosovo,80609,2015,Austria,Return Operations,Return Operations Sector
2015/1075,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/01 Flexible Operational Activities,31004,2015,Austria,Flexible Operational Activities,Land Borders Sector
2015/1100,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/57 JRO to Nigeria,255867,2015,Austria,Return Operations,Return Operations Sector
2015/1109,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/02 Focal Points,35158,2015,Austria,Focal Points,Land Borders Sector
2015/1125,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/SBS/07 EPN-Poseidon Sea,232478,2015,Austria,Poseidon,Sea Border Sector
2015/1154,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/58 JRO to Armenia & Georgia,96084,2015,Austria,Return Operations,Return Operations Sector
2015/1172,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/59 JRO to Kosovo,67238,2015,Austria,Return Operations,Return Operations Sector
2015/1206,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/63 JRO to Pakistan,68371,2015,Austria,Return Operations,Return Operations Sector
2015/1207,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/01 Flexible Operational Activities,18892,2015,Austria,Flexible Operational Activities,Land Borders Sector
2015/1218,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/SBS/07 EPN-Poseidon Sea,30388,2015,Austria,Poseidon,Sea Border Sector
2015/1236,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ABS/03 Focal Points,6869,2015,Austria,Focal Points,Air Border Sector
2015/1237,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/02 Focal Points,25693,2015,Austria,Focal Points,Land Borders Sector
2015/1241,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/67 JRO to Georgia&Armenia,107053,2015,Austria,Return Operations,Return Operations Sector
2015/1260,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/ROS/68 JRO to Kosovo,583,2015,Austria,Return Operations,Return Operations Sector
2015/1269,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/01 Flexible Operational Activities,19442,2015,Austria,Flexible Operational Activities,Land Borders Sector
2015/1271,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/LBS/02 Focal Points,45884,2015,Austria,Focal Points,Land Borders Sector
2015/1333,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014Vienna, Austria",2015/SBS/08 Poseidon Rapid Intervention,227428,2015,Austria,Poseidon,Sea Border Sector
2014/22,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ROS/01 Attica 2013,7965.08,2014,Austria,Attica,Return Operations Sector
2014/25,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ROS/07 JRO to Kosovo,87108,2014,Austria,Return Operations,Return Operations Sector
2014/34,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ROS/47 JRO to Ukraine&Georgia,2448,2014,Austria,Return Operations,Return Operations Sector
2014/67,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,21299.85,2014,Austria,Focal Points,Land Borders Sector
2014/70,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ROS/01 Attica 2014,12020.38,2014,Austria,Attica,Return Operations Sector
2014/104,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,26817.62,2014,Austria,Focal Points,Land Borders Sector
2014/123,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/06 Poseidon Land,16457.67,2014,Austria,Poseidon,Land Borders Sector
2014/148,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,27708.72,2014,Austria,Focal Points,Land Borders Sector
2014/156,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,47772.29,2014,Austria,Focal Points,Land Borders Sector
2014/197,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/04 Focal Points,3467.87,2014,Austria,Focal Points,Air Border Sector
2014/199,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/05 Coordination Points,7178.63,2014,Austria,Coordination Points,Land Borders Sector
2014/222,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ROS/13 JRO to Kosovo,80172,2014,Austria,Return Operations,Return Operations Sector
2014/223,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/06 Poseidon Land,17183.13,2014,Austria,Poseidon,Land Borders Sector
2014/230,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/06 Alexis,16422.36,2014,Austria,Alexis,Air Border Sector
2014/260,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,162877.47,2014,Austria,Focal Points,Land Borders Sector
2014/265,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/02 Flexible Operational Activities,17222.72,2014,Austria,Flexible Operational Activities,Land Borders Sector
2014/340,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/02 Flexible Operational Activities,9751.98,2014,Austria,Flexible Operational Activities,Land Borders Sector
2014/344,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/05 Coordination Points,6195.3,2014,Austria,Coordination Points,Land Borders Sector
2014/348,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/06 Alexis,20405.97,2014,Austria,Alexis,Air Border Sector
2014/361,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/03 Focal Points,560,2014,Austria,Focal Points,Air Border Sector
2014/393,FSC,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/FSC/03 FSC Support Officer Deployment,23581.73,2014,Austria,FSC Support Officer Deployment,Frontex Situation Centre
2014/405,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/03 Focal Points,10870.13,2014,Austria,Focal Points,Air Border Sector
2014/411,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/SBS/07 Poseidon Sea,8378,2014,Austria,Poseidon,Sea Border Sector
2014/456,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/SBS/05 EPN-Hermes,10189.61,2014,Austria,Hermes,Sea Border Sector
2014/477,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/03 Focal Points,5281.52,2014,Austria,Focal Points,Air Border Sector
2014/478,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ROS/21 JRO to Nigeria,210568.8,2014,Austria,Return Operations,Return Operations Sector
2014/479,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,147763.35,2014,Austria,Focal Points,Land Borders Sector
2014/483,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,51867.61,2014,Austria,Focal Points,Land Borders Sector
2014/486,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/06 Poseidon Land,79888.34,2014,Austria,Poseidon,Land Borders Sector
2014/487,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/05 Coordination Points,5863.6,2014,Austria,Coordination Points,Land Borders Sector
2014/489,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/03 Flexible Operational Activities,5486.96,2014,Austria,Flexible Operational Activities,Land Borders Sector
2014/520,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/SBS/08 Focal Points,6180.32,2014,Austria,Focal Points,Sea Border Sector
2014/539,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/06 Poseidon Land,17213.09,2014,Austria,Poseidon,Land Borders Sector
2014/575,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/05 Coordination Points,10785.6,2014,Austria,Coordination Points,Land Borders Sector
2014/592,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/05 Coordination Points,5847.55,2014,Austria,Coordination Points,Land Borders Sector
2014/634,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/06 Poseidon Land,79888.34,2014,Austria,Poseidon,Land Borders Sector
2014/653,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/06 Poseidon Land,12601.39,2014,Austria,Poseidon,Land Borders Sector
2014/660,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/02 Flexible Operational Activities,11444.72,2014,Austria,Flexible Operational Activities,Land Borders Sector
2014/680,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,108666.6,2014,Austria,Focal Points,Land Borders Sector
2014/691,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,40412.19,2014,Austria,Focal Points,Land Borders Sector
2014/699,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/04 Focal Points,3078.39,2014,Austria,Focal Points,Air Border Sector
2014/770,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/06 Poseidon Land,14023.42,2014,Austria,Poseidon,Land Borders Sector
2014/779,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/02 Flexible Operational Activities,12857.12,2014,Austria,Flexible Operational Activities,Land Borders Sector
2014/781,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/07 Flight Tracking Project,16210.5,2014,Austria,Flight Tracking Project,Air Border Sector
2014/801,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/03 Focal Points,6510.95,2014,Austria,Focal Points,Air Border Sector
2014/818,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/06 Alexis,21295.14,2014,Austria,Alexis,Air Border Sector
2014/860,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/06 Poseidon Land,9146.36,2014,Austria,Poseidon,Land Borders Sector
2014/863,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/05 Coordination Points,5687.05,2014,Austria,Coordination Points,Land Borders Sector
2014/904,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,82094.68,2014,Austria,Focal Points,Land Borders Sector
2014/908,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,50641.82,2014,Austria,Focal Points,Land Borders Sector
2014/931,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ROS/38 JRO to Kosovo,4345,2014,Austria,Return Operations,Return Operations Sector
2014/941,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/05 Coordination Points,6049.78,2014,Austria,Coordination Points,Land Borders Sector
2014/943,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/04 Focal Points,3052.71,2014,Austria,Focal Points,Air Border Sector
2014/961,PRU,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/PRU/05 Rex 2014,8746.18,2014,Austria,Rex 2014,Pooled Resources Unit
2014/977,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/SBS/09 JO EPN Triton 2014,27578.18,2014,Austria,Triton,Sea Border Sector
2014/1001,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ROS/41 JRO to Kosovo,37383,2014,Austria,Return Operations,Return Operations Sector
2014/1010,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ROS/40 JRO to Georgia and Albania,175804.14,2014,Austria,Return Operations,Return Operations Sector
2014/1012,FSC,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/FSC/03 FSC Support Officer Deployment,14530.6,2014,Austria,FSC Support Officer Deployment,Frontex Situation Centre
2014/1053,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/ABS/03 Focal Points,4031.76,2014,Austria,Focal Points,Air Border Sector
2014/1059,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,51877.88,2014,Austria,Focal Points,Land Borders Sector
2014/1066,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/SBS/09 JO EPN Triton 2014,7901.95,2014,Austria,Triton,Sea Border Sector
2014/1075,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,25926.1,2014,Austria,Focal Points,Land Borders Sector
2014/1083,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2014/LBS/04 Focal Points Land,33960.09,2014,Austria,Focal Points,Land Borders Sector
2013/22,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2012/LBS/04 JO Focal Points 2012,34809.67,2013,Austria,Focal Points,Land Borders Sector
2013/25,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ROS/10 JRO to Georgia,78030,2013,Austria,Return Operations,Return Operations Sector
2013/50,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/06 JO Poseidon Land,35495.32,2013,Austria,Poseidon,Land Borders Sector
2013/54,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ABS/03 JO Focal Points 2013 Air,810,2013,Austria,Focal Points,Air Border Sector
2013/62,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ROS/01 Attica,11145.12,2013,Austria,Attica,Return Operations Sector
2013/63,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ABS/03 JO Focal Points 2013 Air,5639.97,2013,Austria,Focal Points,Air Border Sector
2013/66,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ABS/03 JO Focal Points 2013 Air,12010.75,2013,Austria,Focal Points,Air Border Sector
2013/102,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,39741.94,2013,Austria,Focal Points,Land Borders Sector
2013/107,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2012/LBS/05 Coordination Points,5570.42,2013,Austria,Coordination Points,Land Borders Sector
2013/110,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,66322.88,2013,Austria,Focal Points,Land Borders Sector
2013/122,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ABS/06 JO Flexi Force 2013 Mizar Operational Module,22727.87,2013,Austria,JO Flexi Force 2013 Mizar Operational Module,Air Border Sector
2013/137,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/06 JO Poseidon Land,8390.94,2013,Austria,Poseidon,Land Borders Sector
2013/138,FSC,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/FSC/04 FSC Support Officer Deployment,40845.11,2013,Austria,FSC Support Officer Deployment,Frontex Situation Centre
2013/158,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,154967.4,2013,Austria,Focal Points,Land Borders Sector
2013/166,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2012/ROS/13 JRO to Georgia,2346,2013,Austria,Return Operations,Return Operations Sector
2013/199,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,32654.97,2013,Austria,Focal Points,Land Borders Sector
2013/234,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ROS/17 JRO to Kosovo,1122,2013,Austria,Return Operations,Return Operations Sector
2013/275,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/02 JO Neptune 2013,15810.32,2013,Austria,Neptune,Land Borders Sector
2013/297,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ABS/06 JO Flexi Force 2013 Mizar Operational Module,11572.05,2013,Austria,JO Flexi Force 2013 Mizar Operational Module,Air Border Sector
2013/305,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ROS/19 JRO to Armenia and Georgia,111690,2013,Austria,Return Operations,Return Operations Sector
2013/332,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ROS/20 JRO to Nigeria,243310.8,2013,Austria,Return Operations,Return Operations Sector
2013/356,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/06 JO Poseidon Land,44812.24,2013,Austria,Poseidon,Land Borders Sector
2013/374,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/06 JO Poseidon Land,7136.9,2013,Austria,Poseidon,Land Borders Sector
2013/404,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/05 Coordination Points,16863.2,2013,Austria,Coordination Points,Land Borders Sector
2013/409,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,37253.55,2013,Austria,Focal Points,Land Borders Sector
2013/412,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ABS/03 JO Focal Points 2013 Air,1080,2013,Austria,Focal Points,Air Border Sector
2013/428,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,132119.4,2013,Austria,Focal Points,Land Borders Sector
2013/429,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/SBS/P1/06 EPN-Aeneas 2013,10202.45,2013,Austria,Aeneas,Sea Border Sector
2013/431,SBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/SBS/02 JO Poseidon Sea 2013,7798,2013,Austria,Poseidon,Sea Border Sector
2013/441,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ABS/03 JO Focal Points 2013 Air,4643.8,2013,Austria,Focal Points,Air Border Sector
2013/472,ROS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ROS/01 Attica,9873.96,2013,Austria,Attica,Return Operations Sector
2013/484,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,32395.6,2013,Austria,Focal Points,Land Borders Sector
2013/515,PRU,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/PRU/04 Rapid intervention exercise - REX 2013,25635.6,2013,Austria,Rapid intervention exercise - REX 2013,Pooled Resources Unit
2013/544,LBS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/LBS/04 JO Focal Points 2013 Land,37178.65,2013,Austria,Focal Points,Land Borders Sector
2013/605,ABS,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2013/ABS/03 JO Focal Points 2013 Air,3652.98,2013,Austria,Focal Points,Air Border Sector
