grant_no,unit_sector,beneficiary,address,project,eur,year,country,project_clean,unit_sector_long
2017/607,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Nigeria,4652,2017,Hungary,Return Operations,Return Support Unit
2017/645,FSC,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/FSC/01 FSC Support Officer Deployment,9315,2017,Hungary,FSC Support Officer Deployment,Frontex Situation Centre
2017/736,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,14901,2017,Hungary,FOA,Land Borders Sector
2017/748,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,41347,2017,Hungary,FOA,Land Borders Sector
2017/802,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Russia,1017,2017,Hungary,Return Operations,Return Support Unit
2017/822,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Pakistan,4881,2017,Hungary,Return Operations,Return Support Unit
2017/894,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,10019,2017,Hungary,FOA,Land Borders Sector
2017/899,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Nigeria,1605,2017,Hungary,Return Operations,Return Support Unit
2017/909,RSU,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/RSU/03 Poseidon,42008,2017,Hungary,Poseidon,Return Support Unit
2017/929,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Georgia & Armenia,1883,2017,Hungary,Return Operations,Return Support Unit
2017/930,SBS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60,Hungary",2017/SBS/07 JO Poseidon 2017,17734,2017,Hungary,Poseidon,Sea Border Sector
2017/1034,SBS,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/SBS/07 JO Poseidon 2017,17734,2017,Hungary,Poseidon,Sea Border Sector
2017/1059,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Pakistan,4438,2017,Hungary,Return Operations,Return Support Unit
2017/1064,SBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/SBS/07 JO Poseidon 2017,7381,2017,Hungary,Poseidon,Sea Border Sector
2017/1098,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/ABS/03 Focal Points 2017 Air,3739,2017,Hungary,Focal Points,Air Border Sector
2017/1100,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,15151,2017,Hungary,FOA,Land Borders Sector
2017/1120,SBS,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/SBS/05 JO Triton 2017,23865,2017,Hungary,Triton,Sea Border Sector
2017/1181,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 JRO to Nigeria,1712,2017,Hungary,Return Operations,Return Support Unit
2017/1208,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 CRO to Georgia,95230,2017,Hungary,Return Operations,Return Support Unit
2017/1229,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Georgia and Armenia,1284,2017,Hungary,Return Operations,Return Support Unit
2017/1282,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/02 Focal Points,3588,2017,Hungary,Focal Points,Land Borders Sector
2017/1322,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,15070,2017,Hungary,FOA,Land Borders Sector
2017/1329,SBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/SBS/05 JO Triton 2017,8650,2017,Hungary,Triton,Sea Border Sector
2017/1346,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,12493,2017,Hungary,FOA,Land Borders Sector
2017/1352,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/03 Coordination Points,5422,2017,Hungary,Coordination Points,Land Borders Sector
2017/1376,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/ABS/03 Focal Points 2017 Air,6070,2017,Hungary,Focal Points,Air Border Sector
2017/1382,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Pakistan,30071,2017,Hungary,Return Operations,Return Support Unit
2017/1480,PRU,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/PRU/05 REX 2017,47150,2017,Hungary,REX 2017,Pooled Resources Unit
2017/1508,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,16671,2017,Hungary,FOA,Land Borders Sector
2017/1520,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/03 Coordination Points,5538,2017,Hungary,Coordination Points,Land Borders Sector
2017/1523,RSU,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/RSU/03 JO Poseidon 2017,23113,2017,Hungary,Poseidon,Return Support Unit
2017/1539,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Kosovo,4879,2017,Hungary,Return Operations,Return Support Unit
2017/1540,TRU,Law Enforcement School of Szeged,"14 Bajai ut, 6728 Szeged, Hungary",2017/TRU/D3 Seven Essential Trainings for Border Guards,53696,2017,Hungary,Seven Essential Trainings for Border Guards,Training Unit
2017/1541,TRU,Law Enforcement School of Szeged,"14 Bajai ut, 6728 Szeged, Hungary",2017/TRU/D3 Delivery of Seven Essential Trainings for Border Guards,56999,2017,Hungary,Delivery of Seven Essential Trainings for Border Guards,Training Unit
2017/1582,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/ABS/06 JO Alexis,7062,2017,Hungary,Alexis,Air Border Sector
2017/1611,SBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/SBS/03 Indalo 2017,9591,2017,Hungary,Indalo,Sea Border Sector
2017/1623,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,15710,2017,Hungary,FOA,Land Borders Sector
2017/1654,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/ABS/03 Focal Points 2017 Air,5853,2017,Hungary,Focal Points,Air Border Sector
2017/1683,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary","2017/RSU/01 RO to Afghanistan, Nigeria, Gambia",312632,2017,Hungary,Return Operations,Return Support Unit
2017/1703,RSU,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/RSU/03 JO Poseidon/Readmission,20068,2017,Hungary,Poseidon,Return Support Unit
2017/1755,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 CRO to Kosovo,3689,2017,Hungary,Return Operations,Return Support Unit
2017/1784,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/LBS/01 FOA,99978,2017,Hungary,FOA,Land Borders Sector
2017/1785,RSU,Immigration and Asylum Office,"1117 Budapest, Budafoki str. 60,Hungary",2017/RSU/01 RO to Pakistan,3189,2017,Hungary,Return Operations,Return Support Unit
2016/7,SBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2015/SBS/08 Poseidon Rapid Intervention,25626,2016,Hungary,Poseidon,Sea Border Sector
2016/26,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo,2489,2016,Hungary,Return Operations,Return Support Unit
2016/38,FSC,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/FSC/02 FSC Support Officer Deployment,6610,2016,Hungary,FSC Support Officer Deployment,Frontex Situation Centre
2016/68,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/02 JO Focal Points,10740,2016,Hungary,Focal Points,Land Borders Sector
2016/125,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo&Nigeria,2438,2016,Hungary,Return Operations,Return Support Unit
2016/133,FSC,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/FSC/02 FSC Support Officer Deployment,6024,2016,Hungary,FSC Support Officer Deployment,Frontex Situation Centre
2016/194,SBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2015/SBS/08 Poseidon Rapid Intervention,28479,2016,Hungary,Poseidon,Sea Border Sector
2016/205,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/03 JO Coordination Points 2016,4064,2016,Hungary,Coordination Points,Land Borders Sector
2016/218,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Georgia,4508,2016,Hungary,Return Operations,Return Support Unit
2016/229,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/ABS/03 Focal Points Air,6944,2016,Hungary,Focal Points,Air Border Sector
2016/242,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Pakistan and Kosovo,5569,2016,Hungary,Return Operations,Return Support Unit
2016/312,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/ABS/03 Focal Points Air,1320,2016,Hungary,Focal Points,Air Border Sector
2016/330,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Albania,7242,2016,Hungary,Return Operations,Return Support Unit
2016/357,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/03 JO Coordination Points 2016,4181,2016,Hungary,Coordination Points,Land Borders Sector
2016/403,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/ABS/06 Alexis,8145,2016,Hungary,Alexis,Air Border Sector
2016/444,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo,2482,2016,Hungary,Return Operations,Return Support Unit
2016/466,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Nigeria,674,2016,Hungary,Return Operations,Return Support Unit
2016/493,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Albania and Columbia and Dominican Republic,9609,2016,Hungary,Return Operations,Return Support Unit
2016/554,RSU,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/RSU/03 Poseidon Rapid Intervention/Readmission Activities,137688,2016,Hungary,Poseidon,Return Support Unit
2016/563,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Pakistan and Kosovo,8935,2016,Hungary,Return Operations,Return Support Unit
2016/580,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Albania,5821,2016,Hungary,Return Operations,Return Support Unit
2016/592,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo,2515,2016,Hungary,Return Operations,Return Support Unit
2016/605,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Albania,696,2016,Hungary,Return Operations,Return Support Unit
2016/620,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/01 FOA,9721,2016,Hungary,FOA,Land Borders Sector
2016/703,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/ABS/13 Eurocup,8653,2016,Hungary,Eurocup,Air Border Sector
2016/704,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/01 FOA,53156,2016,Hungary,FOA,Land Borders Sector
2016/721,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 CJRO to Albania,8614,2016,Hungary,Return Operations,Return Support Unit
2016/745,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Egypt and Sudan,30110,2016,Hungary,Return Operations,Return Support Unit
2016/760,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo,2547,2016,Hungary,Return Operations,Return Support Unit
2016/779,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Nigeria,1423,2016,Hungary,Return Operations,Return Support Unit
2016/793,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Albania,3478,2016,Hungary,Return Operations,Return Support Unit
2016/805,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Pakistan,3606,2016,Hungary,Return Operations,Return Support Unit
2016/926,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/01 FOA,78660,2016,Hungary,FOA,Land Borders Sector
2016/951,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/02 JO Focal Points,8860,2016,Hungary,Focal Points,Land Borders Sector
2016/977,FSC,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/FSC/02 FSC Support Officer Deployment,6420,2016,Hungary,FSC Support Officer Deployment,Frontex Situation Centre
2016/1016,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo,6607,2016,Hungary,Return Operations,Return Support Unit
2016/1059,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/01 FOA,78660,2016,Hungary,FOA,Land Borders Sector
2016/1081,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/02 JO Focal Points,5511,2016,Hungary,Focal Points,Land Borders Sector
2016/1124,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to FYR of Macedonia and Bosnia and Herzegovina,6869,2016,Hungary,Return Operations,Return Support Unit
2016/1160,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/03 JO Coordination Points 2016,2902,2016,Hungary,Coordination Points,Land Borders Sector
2016/1193,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo,642,2016,Hungary,Return Operations,Return Support Unit
2016/1211,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/01 FOA,20005,2016,Hungary,FOA,Land Borders Sector
2016/1218,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/01 FOA,47024,2016,Hungary,FOA,Land Borders Sector
2016/1227,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Albania&Georgia,835,2016,Hungary,Return Operations,Return Support Unit
2016/1231,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/02 JO Focal Points,7854,2016,Hungary,Focal Points,Land Borders Sector
2016/1260,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Nigeria,1659,2016,Hungary,Return Operations,Return Support Unit
2016/1309,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Pakistan,5093,2016,Hungary,Return Operations,Return Support Unit
2016/1390,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo,856,2016,Hungary,Return Operations,Return Support Unit
2016/1422,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/01 FOA,20531,2016,Hungary,FOA,Land Borders Sector
2016/1434,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Nigeria,9459,2016,Hungary,Return Operations,Return Support Unit
2016/1459,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Armenia&Georgia,803,2016,Hungary,Return Operations,Return Support Unit
2016/1468,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/ABS/06 Alexis,8452,2016,Hungary,Alexis,Air Border Sector
2016/1476,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Pakistan,1584,2016,Hungary,Return Operations,Return Support Unit
2016/1566,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Kosovo,3777,2016,Hungary,Return Operations,Return Support Unit
2016/1569,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Nigeria,2579,2016,Hungary,Return Operations,Return Support Unit
2016/1658,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest1139, Hungary",2016/LBS/02 JO Focal Points,1920,2016,Hungary,Focal Points,Land Borders Sector
2016/1683,RSU,Office of Immigration and Nationality,"1117 Budapest, Budafokistr. 60, Hungary",2016/RSU/01 JRO to Nigeria,29751,2016,Hungary,Return Operations,Return Support Unit
2015/6,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/06 JRO to Kosovo,744,2015,Hungary,Return Operations,Return Operations Sector
2015/45,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/02 Focal Points,1062,2015,Hungary,Focal Points,Land Borders Sector
2015/84,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/10 JRO to Kosovo,40815,2015,Hungary,Return Operations,Return Operations Sector
2015/100,FSC,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/FSC/03 FSC Support Officer Deployment,642,2015,Hungary,FSC Support Officer Deployment,Frontex Situation Centre
2015/139,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/12 JRO to Kosovo,124,2015,Hungary,Return Operations,Return Operations Sector
2015/194,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/03 Coordination Points,472,2015,Hungary,Coordination Points,Land Borders Sector
2015/210,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/16 JRO to Kosovo,42631,2015,Hungary,Return Operations,Return Operations Sector
2015/261,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/ABS/06 JO Alexis 2015,7901,2015,Hungary,Alexis,Air Border Sector
2015/270,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/18 JRO to Kosovo,1342,2015,Hungary,Return Operations,Return Operations Sector
2015/278,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/ABS/04 Focal Points Intermediate Managers,3766,2015,Hungary,Focal Points,Air Border Sector
2015/338,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/01 Flexible Operational Activities,14314,2015,Hungary,Flexible Operational Activities,Land Borders Sector
2015/389,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/ABS/04 Focal Points Intermediate Managers,240,2015,Hungary,Focal Points,Air Border Sector
2015/390,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/24 JRO Kosovo,48756,2015,Hungary,Return Operations,Return Operations Sector
2015/425,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/26 JRO to Kosovo,1925,2015,Hungary,Return Operations,Return Operations Sector
2015/427,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/01 Flexible Operational Activities,21145,2015,Hungary,Flexible Operational Activities,Land Borders Sector
2015/514,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/30 JRO Kosovo,255,2015,Hungary,Return Operations,Return Operations Sector
2015/653,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/02 Focal Points,918,2015,Hungary,Focal Points,Land Borders Sector
2015/655,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/38 JRO to Kosovo,2652,2015,Hungary,Return Operations,Return Operations Sector
2015/723,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/40 JRO to Kosovo,255,2015,Hungary,Return Operations,Return Operations Sector
2015/806,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/41 JRO to Kosovo,418,2015,Hungary,Return Operations,Return Operations Sector
2015/871,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/42 JRO to Kosovo,2468,2015,Hungary,Return Operations,Return Operations Sector
2015/878,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/02 Focal Points,3634,2015,Hungary,Focal Points,Land Borders Sector
2015/896,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/01 Flexible Operational Activities,127859,2015,Hungary,Flexible Operational Activities,Land Borders Sector
2015/944,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/45 JRO to Kosovo,547,2015,Hungary,Return Operations,Return Operations Sector
2015/992,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/ABS/06 JO Alexis 2015,6682,2015,Hungary,Alexis,Air Border Sector
2015/1007,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/02 Focal Points,373,2015,Hungary,Focal Points,Land Borders Sector
2015/1024,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/50 JRO to Nigeria,2474,2015,Hungary,Return Operations,Return Operations Sector
2015/1045,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/51 JRO to Kosovo,1407,2015,Hungary,Return Operations,Return Operations Sector
2015/1071,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/54 JRO to Kosovo,2581,2015,Hungary,Return Operations,Return Operations Sector
2015/1089,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/ABS/03 Focal Points,4636,2015,Hungary,Focal Points,Air Border Sector
2015/1099,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/57 JRO to Nigeria,391,2015,Hungary,Return Operations,Return Operations Sector
2015/1191,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/65 JRO to Kosovo,255,2015,Hungary,Return Operations,Return Operations Sector
2015/1210,SBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/SBS/05 EPN-Triton,8348,2015,Hungary,Triton,Sea Border Sector
2015/1213,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/01 Flexible Operational Activities,2149,2015,Hungary,Flexible Operational Activities,Land Borders Sector
2015/1247,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2015/LBS/02 Focal Points,204,2015,Hungary,Focal Points,Land Borders Sector
2015/1272,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2015/ROS/68 JRO to Kosovo,357,2015,Hungary,Return Operations,Return Operations Sector
2014/36,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2014/ROS/07 JRO to Kosovo,353.4,2014,Hungary,Return Operations,Return Operations Sector
2014/81,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2014/ROS/10 JRO to Pakistan,1550,2014,Hungary,Return Operations,Return Operations Sector
2014/165,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/LBS/04 Focal Points Land,9180,2014,Hungary,Focal Points,Land Borders Sector
2014/195,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/LBS/05 Coordination Points,4433.55,2014,Hungary,Coordination Points,Land Borders Sector
2014/227,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/ABS/06 Alexis,7800.3,2014,Hungary,Alexis,Air Border Sector
2014/254,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/LBS/05 Coordination Points,4706.93,2014,Hungary,Coordination Points,Land Borders Sector
2014/275,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2014/ROS/13 JRO to Kosovo,711.8,2014,Hungary,Return Operations,Return Operations Sector
2014/328,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/LBS/06 Poseidon Land,24887.61,2014,Hungary,Poseidon,Land Borders Sector
2014/388,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/LBS/05 Coordination Points,4706.93,2014,Hungary,Coordination Points,Land Borders Sector
2014/435,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2014/ROS/18 JRO to Kosovo,1020,2014,Hungary,Return Operations,Return Operations Sector
2014/482,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",2014/ROS/20 JRO to Pakistan,1030.2,2014,Hungary,Return Operations,Return Operations Sector
2014/662,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/LBS/04 Focal Points Land,5522.27,2014,Hungary,Focal Points,Land Borders Sector
2014/671,ABS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/ABS/04 Focal Points,3336.26,2014,Hungary,Focal Points,Air Border Sector
2014/675,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/LBS/02 Flexible Operational Activities,12501.88,2014,Hungary,Flexible Operational Activities,Land Borders Sector
2014/676,ROS,Office of Immigration and Nationality,"1117 Budapest, Budafoki str. 60, Hungary",JRO to Kosovo,40641.9,2014,Hungary,Return Operations,Return Operations Sector
2014/703,LBS,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2014/LBS/04 Focal Points Land,7320,2014,Hungary,Focal Points,Land Borders Sector
