grant_no,unit_sector,country,beneficiary,address,project,eur,year,project_clean,unit_sector_long
2017/67,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/05 JO Triton 2017,121162,2017,Triton,Sea Border Sector
2017/96,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/02 Focal Points,11842,2017,Focal Points,Land Borders Sector
2017/110,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/07 JO Poseidon 2017,88844,2017,Poseidon,Sea Border Sector
2017/114,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,4629,2017,Focal Points,Air Border Sector
2017/146,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/01 FOA,29427,2017,FOA,Land Borders Sector
2017/149,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/02 Focal Points,11842,2017,Focal Points,Land Borders Sector
2017/165,RSU,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/RSU/01 JRO to Nigeria,397,2017,Return Operations,Return Support Unit
2017/197,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/06 JO Alexis,8037,2017,Alexis,Air Border Sector
2017/237,FSC,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/FSC/02 FSC Support Officer Deployment,7025,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/269,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/07 JO Poseidon 2017,99071,2017,Poseidon,Sea Border Sector
2017/280,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/05 JO Triton 2017,169630,2017,Triton,Sea Border Sector
2017/339,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/02 Focal Points,10871,2017,Focal Points,Land Borders Sector
2017/341,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/01 FOA,132547,2017,FOA,Land Borders Sector
2017/363,RSU,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/RSU/02 FOA-R 2017,3912,2017,FOA,Return Support Unit
2017/381,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/07 JO Poseidon 2017,113396,2017,Poseidon,Sea Border Sector
2017/402,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/02 Focal Points,13072,2017,Focal Points,Land Borders Sector
2017/405,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/06 JO Alexis,10707,2017,Alexis,Air Border Sector
2017/406,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/03 Focal Points 2017 Air,7755,2017,Focal Points,Air Border Sector
2017/407,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,4467,2017,Focal Points,Air Border Sector
2017/418,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/01 FOA,51621,2017,FOA,Land Borders Sector
2017/460,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/07 JO Poseidon 2017,35755,2017,Poseidon,Sea Border Sector
2017/499,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/05 JO Triton 2017,110926,2017,Triton,Sea Border Sector
2017/510,RSU,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/RSU/01 RO to Guinea and DR Congo,4995,2017,Return Operations,Return Support Unit
2017/667,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/01 FOA,50438,2017,FOA,Land Borders Sector
2017/672,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/11 Vega Children,10091,2017,VEGA Children,Air Border Sector
2017/679,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/03 Indalo 2017,9093,2017,Indalo,Sea Border Sector
2017/800,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/01 FOA,97886,2017,FOA,Land Borders Sector
2017/810,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/03 Focal Points 2017 Air,5018,2017,Focal Points,Air Border Sector
2017/859,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/07 JO Poseidon 2017,96974,2017,Poseidon,Sea Border Sector
2017/877,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/07 JO Poseidon 2017,69862,2017,Poseidon,Sea Border Sector
2017/883,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/06 JO Alexis,7983,2017,Alexis,Air Border Sector
2017/965,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/01 FOA,39340,2017,FOA,Land Borders Sector
2017/1002,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/04 Minerva 2017,44435,2017,Minerva,Sea Border Sector
2017/1020,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/02 Focal Points,20967,2017,Focal Points,Land Borders Sector
2017/1062,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/01 FOA,29907,2017,FOA,Land Borders Sector
2017/1126,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/05 JO Triton 2017,120070,2017,Triton,Sea Border Sector
2017/1191,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/LBS/01 FOA,105185,2017,FOA,Land Borders Sector
2017/1250,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/05 JO Triton 2017,130660,2017,Triton,Sea Border Sector
2017/1257,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/07 JO Poseidon 2017,48454,2017,Poseidon,Sea Border Sector
2017/1363,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/03 Focal Points 2017 Air,22699,2017,Focal Points,Air Border Sector
2017/1472,PRU,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/PRU/05 REX 2017,21195,2017,REX 2017,Pooled Resources Unit
2017/1534,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/ABS/06 JO Alexis,8884,2017,Alexis,Air Border Sector
2017/1752,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/07 JO Poseidon 2017,26992,2017,Poseidon,Sea Border Sector
2017/1828,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/SBS/05 JO Triton 2017,36581,2017,Triton,Sea Border Sector
2016/4,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2015/SBS/08 Poseidon Rapid Intervention,162458,2016,Poseidon,Sea Border Sector
2016/45,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/ABS/03 Focal Points Air,14368,2016,Focal Points,Air Border Sector
2016/80,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/02 JO Focal Points,10229,2016,Focal Points,Land Borders Sector
2016/154,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/02 JO Focal Points,5687,2016,Focal Points,Land Borders Sector
2016/182,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/05 EPN-Triton,35937,2016,Triton,Sea Border Sector
2016/209,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/ABS/06 Alexis,8508,2016,Alexis,Air Border Sector
2016/254,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/ABS/04 Focal Points Air IM,3210,2016,Focal Points,Air Border Sector
2016/281,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2015/SBS/08 Poseidon Rapid Intervention,148722,2016,Poseidon,Sea Border Sector
2016/298,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/05 EPN-Triton,67355,2016,Triton,Sea Border Sector
2016/421,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/01 FOA,44694,2016,FOA,Land Borders Sector
2016/491,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/01 FOA,21646,2016,FOA,Land Borders Sector
2016/496,RSU,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/RSU/03 Poseidon Rapid Intervention/Readmission Activities,224746,2016,Poseidon,Return Support Unit
2016/529,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2015/SBS/08 Poseidon Rapid Intervention & 2016/SBS/07 EPN Poseidon Sea 2016,14792,2016,Poseidon,Sea Border Sector
2016/560,FSC,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/FSC/02 FSC Support Officer Deployment,12460,2016,FSC Support Officer Deployment,Frontex Situation Centre
2016/594,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2015/SBS/08 Poseidon Rapid Intervention & 2016/SBS/07 EPN Poseidon Sea 2016,146811,2016,Poseidon,Sea Border Sector
2016/654,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/ABS/13 Eurocup,8563,2016,Eurocup,Air Border Sector
2016/701,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/05 EPN-Triton,44058,2016,Triton,Sea Border Sector
2016/808,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/07 EPN-Poseidon Sea 2016,68585,2016,Poseidon,Sea Border Sector
2016/983,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/03 EPN Indalo,7807,2016,Indalo,Sea Border Sector
2016/1002,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/02 JO Focal Points,24722,2016,Focal Points,Land Borders Sector
2016/1005,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/05 EPN-Triton,39090,2016,Triton,Sea Border Sector
2016/1035,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/07 EPN-Poseidon Sea 2016,34343,2016,Poseidon,Sea Border Sector
2016/1036,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/07 EPN-Poseidon Sea 2016,34884,2016,Poseidon,Sea Border Sector
2016/1046,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/01 FOA,39665,2016,FOA,Land Borders Sector
2016/1054,ABS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/ABS/03 Focal Points Air,10641,2016,Focal Points,Air Border Sector
2016/1092,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/01 FOA,59241,2016,FOA,Land Borders Sector
2016/1174,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/05 EPN-Triton,80213,2016,Triton,Sea Border Sector
2016/1206,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/07 EPN-Poseidon Sea 2016,46502,2016,Poseidon,Sea Border Sector
2016/1209,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/05 EPN-Triton,18914,2016,Triton,Sea Border Sector
2016/1298,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/01 FOA,182149,2016,FOA,Land Borders Sector
2016/1661,LBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/LBS/01 FOA,26517,2016,FOA,Land Borders Sector
2016/1737,SBS,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2016/SBS/05 EPN-Triton,19577,2016,Triton,Sea Border Sector
2015/28,LBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/LBS/02 Focal Points,8837,2015,Focal Points,Land Borders Sector
2015/62,ROS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/ROS/07 JRO to Nigeria,390,2015,Return Operations,Return Operations Sector
2015/110,LBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/LBS/02 Focal Points,8867,2015,Focal Points,Land Borders Sector
2015/152,ABS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/ABS/03 Focal Points,6929,2015,Focal Points,Air Border Sector
2015/266,LBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/LBS/01 Flexible Operational Activities,34929,2015,Flexible Operational Activities,Land Borders Sector
2015/304,ABS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/ABS/04 Focal Points Intermediate Managers,2864,2015,Focal Points,Air Border Sector
2015/307,ABS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/ABS/06 JO Alexis 2015,6463,2015,Alexis,Air Border Sector
2015/309,FSC,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/FSC/03 FSC Support Officer Deployment,8362,2015,FSC Support Officer Deployment,Frontex Situation Centre
2015/423,LBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/LBS/01 Flexible Operational Activities,10732,2015,Flexible Operational Activities,Land Borders Sector
2015/563,LBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/LBS/02 Focal Points,7762,2015,Focal Points,Land Borders Sector
2015/574,SBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/SBS/05 EPN-Triton,1698,2015,Triton,Sea Border Sector
2015/614,SBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/SBS/04 Minerva 2015,11363,2015,Minerva,Sea Border Sector
2015/702,LBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/LBS/01 Flexible Operational Activities,354,2015,Flexible Operational Activities,Land Borders Sector
2015/731,ABS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/ABS/11 JO VEGA Children,10296,2015,VEGA Children,Air Border Sector
2015/760,ABS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/ABS/03 Focal Points,6728,2015,Focal Points,Air Border Sector
2015/783,PRU,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/PRU/04 Rapid Intervention Exercise - REX 2015,7725,2015,Rapid Intervention Exercise - REX 2015,Pooled Resources Unit
2015/797,SBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/SBS/05 EPN-Triton,28015,2015,Triton,Sea Border Sector
2015/822,SBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/SBS/07 EPN-Poseidon Sea,55055,2015,Poseidon,Sea Border Sector
2015/836,SBS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/SBS/07 EPN-Poseidon Sea,1125,2015,Poseidon,Sea Border Sector
2015/907,ABS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/ABS/06 JO Alexis 2015,7063,2015,Alexis,Air Border Sector
2015/911,ABS,Czech Republic,"International Police Cooperation Directorate, Police of the Czech Republic","Strojnicka 27, 170 89 Praha 7, CzechRepublic",2015/ABS/04 Focal Points Intermediate Managers,3008,2015,Focal Points,Air Border Sector
